Comment,topic_1final,topic_2final,topic_2nd_ratio,sentiment_1final,sentiment_2final
Make everyone feel appreciated and needed and not easily  replaceable,Appreciation/Recognition,Co-Workers/Teamwork,0.016528336357666408,Negative,Positive
"I like that they count your birthday as a holiday, also the medical benefits are really good. ",Benefits,Balancing Personal/Productivity,0.005220025371980761,Positive,Negative
"Everyone is plesant, has a positive attitude and everyone has a smile on their face.",Co-Workers/Teamwork,Inspiring Work/Place,0.0017505625195955398,Positive,Negative
I  NOTHING,No answer/Nothing,Inspiring Work/Place,0.00010846604282302753,Nothing,Negative
"Managers are approachable and warm, appear receptive to input.",Management Reliability/Integrity,Communication/Support,0.004237417702433216,Positive,Negative
"to have an employee appreciation day every month, brining in cake or something to eat. or gift cards.",Appreciation/Recognition,Benefits,0.01311693311656332,Negative,Positive
"Relationship with staff  , residents and fami",Inspiring Work/Place,Co-Workers/Teamwork,0.0023886397412390655,Positive,Negative
"Recognition for your hard work, not changing my schedule all the time. ",Appreciation/Recognition,Co-Workers/Teamwork,0.02874352412313643,Negative,Positive
Working with Great people!,Co-Workers/Teamwork,Inspiring Work/Place,0.005831342185438547,Positive,Nothing
More affordable health insurance ,Benefits,Incentives/Growth,0.0012593230753380254,Negative,Positive
"The company understands the needs and importance of the environment in an Alzheimer's community. In my limited experience with a for profit organization they make sure they are feeding some of those profits back into the specific communities for the residents, employees and facility.",Inspiring Work/Place,Management Reliability/Integrity,0.005333075470405306,Positive,Negative
Not anything really unique,No answer/Nothing,Inspiring Work/Place,0.00018662814564866388,Nothing,Positive
"beechwood  Home makes me feel like family, and a reason to be here.  I am always treated with respect. In my opinion it is a great place to work.",Co-Workers/Teamwork,Inspiring Work/Place,0.011738285836522375,Positive,Negative
They would be open to changes. Everyone is set in their ways and do not like changes.,Co-Workers/Teamwork,Management Reliability/Integrity,0.3449597471995874,Negative,Positive
"Nothing. Every year we fill out surveys, and every year nothing changes.",No answer/Nothing,Communication/Support,0.13603076249437776,Negative,Positive
less meetings,Communication/Support,Co-Workers/Teamwork,0.004837486894551905,Negative,Positive
Involvement of community employees (all levels) involved in Corporate meetings and discussions. Have those employees be peer leaders to communicate information to their peers. ,Communication/Support,Co-Workers/Teamwork,0.02230143069106706,Negative,Positive
Lunch,Benefits,Balancing Personal/Productivity,0.0061709430385125715,Negative,Positive
"The respect level is not well at Quail Ridge. Sandra the head person does not always greet her Staff, in meetings she tends to raise her voice as if we are her children. This causes the mangers under her to feel free to do the same. One supervisor made me move from my chair so she can sit down. I reported her to the nurse. I followed the chain od command. Sandra never addressed me on this matter. The D.O.N. stood at the desk an talked very disrespectful to us. That was the day I decided to put in my 2week notice. If I could change anything at Quail Ridge it would be management. Within a three month period the time the turn over rate has been terrible. I did resigned from being caregiver. Now I work in Dietary PRN and the manager LaTonya is a excellent supervisor. I really appreciate she seen a great Staff in me. 

",Management Reliability/Integrity,Co-Workers/Teamwork,0.006673562781718384,Negative,Positive
"Localized processes/procedures allows co-workers to make own decisions and have ownership over issues. While this is rewarding on a personal level, it can create inconsistencies among other campuses. Not having defined processes approved by Home Office can lead to feeling like there is not a correct process and can lead to unnecessary mistakes.",Communication/Support,Management Reliability/Integrity,0.09682486654214517,Negative,Positive
Physical environment- decor and ongoing cleanliness of the facility,Inspiring Work/Place,Co-Workers/Teamwork,0.0032050249553210184,Positive,Negative
more help from other people in a way that benefits the guests more ,Co-Workers/Teamwork,Inspiring Work/Place,0.026355272999049637,Negative,Positive
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
The residents and staff they are fun to work with! ,Inspiring Work/Place,Co-Workers/Teamwork,0.0014483548702799048,Positive,Negative
I have worked here 11 years and the one thing I would change would be the caregiver role in the dining room.  It is up to the caregivers to serve breakfast in the morning serve lunch and dinner and clean and reset the tables plus try to do all the other roles of caregiving.  This is too much on them.  I was a caregiver before going to community life it is and still is a task that just doesn't make sense that is a task that should be done by our dining staff. I feel our residents should not be rushed in the morning because the caregiver only has 1 hour to get over 30 ready for breakfast.,Inspiring Work/Place,Staffing and Scheduling,0.2506871486381723,Negative,Positive
I love my core team.,Co-Workers/Teamwork,Inspiring Work/Place,0.001146119713576636,Positive,Negative
The owner Nainesh is very approachable and is willing to listen to concerns.,Management Reliability/Integrity,Communication/Support,0.0037476210252307945,Positive,Negative
Nothing,No answer/Nothing,Inspiring Work/Place,9.13251414270042e-05,Nothing,Negative
"Communicating with all employees not just a select shift and expecting it to be passed down to the rest. b Very unknowledgable night shift and awful GEC's overnight.  Lazy, bored, disinterested in work and act like burden if they have to get up from their chairs.",Communication/Support,Co-Workers/Teamwork,0.010141340664605172,Negative,Positive
BETTER PAYYYY PLEASE ,Incentives/Growth,Inspiring Work/Place,0.0013315773842073018,Negative,Positive
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
No,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
Fun place to work ,No answer/Nothing,Inspiring Work/Place,0.04572426688732886,Nothing,Positive
I love working here and never had that feeling of pulling in the parking lot thinking ohhh I donâ€™t wanna work today or I just donâ€™t feel I like working here. I look forward to visiting with the residents here. They really do make my day and put a smile on my face. And I feel I like I do the same for them and they are just as happy to see me as I am. ,Inspiring Work/Place,Co-Workers/Teamwork,0.004362569523241682,Positive,Negative
"I don't know. I barley started, ",No answer/Nothing,Inspiring Work/Place,0.00019160081620575123,Nothing,Negative
"Itâ€™s hidden behind trees kind of hard to locate, if you never heard of the facility.",Inspiring Work/Place,No answer/Nothing,0.36090221152913377,Positive,Negative
"Birthday as a holiday, opportunity for growth, family owned business.",Benefits,Inspiring Work/Place,0.05655732448358468,Positive,Negative
"I would love to find money to increase wages for some of the hardest working employees (such as CNA's and Dining staff).  Since we are a non-profit, this is difficult.  I see how hard our people work to support our mission and we need to find ways to bring their wages up to support them in the mission.",Incentives/Growth,Inspiring Work/Place,0.0015699070496013666,Negative,Positive
Flexible hours,Staffing and Scheduling,Balancing Personal/Productivity,0.003647324368120694,Positive,Negative
