Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
872,2086,93144,Unique / Unusual,"My managers know what career path I want to take, and they are helping me to achieve those goals. I am occasionally allowed to attend meetings with the department that I want to work for, I am given appropriate responsibilities, and I am learning so much. I have only recently graduated from college, but I feel as though I could work with this company forever. I appreciate the time and effort that they have put into making sure that I am always learning something new. ",Communication/Support,Positive,4,2,4
1809,6545,56938,One Change,HAVE pca hour options 8am-4pm or 9am-5pm,Staffing and Scheduling,Negative,12,0,4
612,43,57429,Unique / Unusual,Always beneficial oppertunities  I have never worked at a place that appreciates their employees as much as Benton House. I feel we are always rewarded for for the work we do. ,Appreciation/Recognition,Positive,0,2,4
2137,1936,79690,One Change,Would like better way of communication between management and staff.,Communication/Support,Negative,4,0,4
5028,4745,75240,Unique / Unusual,Great leaders to work for ,Management Reliability/Integrity,Positive,9,2,4
1614,3146,56493,Unique / Unusual,"Getting to work with many of the residents here gives me great satisfaction, knowing that I'm able to enrich their lives in someway, big or small. I want to leave them happy, and with a smile on their face. Things such as taking residents out on trips, and seeing them get excited to go out for lunch, or other unique activities such as train rides during the fall season make doing what I do fulfilling. Working alongside my co-workers also gives me a great feeling because we all work together to get residents started and going throughout the day, and when we all work as a team, we succeed!",Inspiring Work/Place; Quality,Positive,7,2,4
4389,404,74177,Unique / Unusual,we have a kitchen that is always stocked with food! ,Benefits,Positive,2,2,4
4390,384,57718,Unique / Unusual,"Scholarships to further education, everyone is so welcoming ",Benefits,Positive,2,2,4
252,2416,57732,Unique / Unusual,The company offers many different career paths so employees can move up in the company if they wish to.,Incentives/Growth,Positive,6,2,4
736,288,92043,One Change,"Better PTO and Company Paid Holidays More time off. I feel that we don't accrue PTO at a rate even close to competitive with other companies. With a job so rigorously strict about productivity, I feel it is greatly beneficial to have enough time off to decompress. 1.67 hours of PTO accrued PER 2 week pay-period just isn't enough for most people, even at the 1 year mark when it becomes 3.3 hours per pay-period, is still not enough.

I also believe that more of a company-contribution to continuing education would be greatly beneficial for professional development. $500 per year is also less than what our competitors offer.",Balancing Personal/Productivity (including time off),Negative,1,0,4
2903,4038,93329,Unique / Unusual,"First the place is beautiful they  have great benefits, great Christmas bonus and a nice place to work.",Inspiring Work/Place; Quality,Positive,7,2,4
2971,4359,56650,Unique / Unusual,I think Country Meadows is very family oriented. Friendly and kind..,Management Reliability/Integrity,Positive,9,2,4
1134,4687,74866,One Change,Better management,Management Reliability/Integrity,Negative,9,0,4
5235,3093,56294,One Change,"i would redo the decorations and the way the connections unit looks , have sensory activities, and make them feel more at home . also the pay here isnt great at all i feel like all shifts should get a pay raise we are making the basic pay for assistant living home . ",Inspiring Work/Place; Quality,Negative,7,0,4
1727,1346,87460,One Change,Team work,Co-Workers/Teamwork,Negative,3,0,4
1379,433,74753,One Change,BETTER BENEFITS/PAY,Benefits,Negative,2,0,4
3857,4243,91702,Unique / Unusual,It is great for personal development opportunities The unique thing about CM is they offer higher learning opportunities. ,Learning & Development,Positive,8,2,4
3894,4896,79742,Unique / Unusual,Our executive and maintenance director do very good job based off of the environment.  We just have problems with teamwork and communication with the staff. Our activities director is causing problems with the staff members. ,Management Reliability/Integrity,Positive,9,2,4
748,5287,56363,Unique / Unusual,None,No answer/Nothing,No answer/Nothing,10,1,4
440,2878,91717,Unique / Unusual,"Infinity gives me the chance to be the best therapist and leader I can be. They go the extra mile to equip me with the tools and techniques to be a successful director. I know that at any time, I could call the president of the company and be listened to, heard, and directed in a fair way!",Incentives/Growth,Positive,6,2,4
689,304,93447,One Change,"Less workload.  It's not unusual to work into the evenings and weekends to try to keep up with work. I think once you have worked here for so long example 2 years you should get vacation time. Another thing is if you don't have pto and you need a day off for emergency sick, children, you get pentaliazed. ptp is great but it takes a lot of time to accumulate. change needs to be done for pto/vacation/sick days",Balancing Personal/Productivity (including time off),Negative,1,0,4
5116,5796,75566,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
4775,6004,86884,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,4
4191,3422,74262,Unique / Unusual,Carrying for residence ,Inspiring Work/Place; Quality,Positive,7,2,4
1883,2496,74283,One Change,Itâ€™s already a great place to work. Like everybody more money would be nice. But to be fair we are well compensated.,Incentives/Growth,Negative,6,0,4
2042,6876,94259,One Change,"More stand bys, and an extra person is the morning to help us get people up. work after 4am lots of people needs things and want to get up at the same time and when residents have to wait i don't think they feel it is fair.",Staffing and Scheduling,Negative,12,0,4
4897,98,75065,Unique / Unusual,"They reward compliments and positive feedback.  They offer different ways to earn, for example CC, on-call",Appreciation/Recognition,Positive,0,2,4
3306,6914,74131,One Change,"Condense amount of documenting paperwork - we duplicate documentation due to use of 2 or more online EMRs, also duplicate attendance records- takes so much extra time. Avamere Facilities purchase equipment to better serve our clients",Supplies/Systems,Negative,13,0,4
1308,6896,56879,One Change,"Better, working equipment. The tablets in the dining room ",Supplies/Systems,Negative,13,0,4
1396,6458,88587,Unique / Unusual,Great location to work at Greatness ,Other,Positive,11,2,4
5200,189,93152,Unique / Unusual,the residents appreciation I would like to receive a review. ,Appreciation/Recognition,Positive,0,2,4
4301,2948,92712,One Change,"Maybe invest in me as an employee in the form of a raise, continuing education/trainings, or my 401k. Donâ€™t tell me all the non-monetary ways you value me.",Incentives/Growth,Negative,6,0,4
663,4818,75631,One Change,"Get management in there that knows what theyâ€™re doing and shows the employees the respect they deserve. So many very good employees quit because of them. Kitchen manager is about the worst Iâ€™ve ever seen. Administration is only interested in themselves. The residents deserve to have great employees taking care of them. But instead, the good ones move on. You might want to check it out. ",Management Reliability/Integrity,Negative,9,0,4
933,1437,91990,One Change,Celebrate holidays with treats,Co-Workers/Teamwork,Negative,3,0,4
85,5013,88422,One Change,Supervisor turnover rate,Management Reliability/Integrity,Negative,9,0,4
1115,5601,74540,Unique / Unusual,Good place to work ,No answer/Nothing,No answer/Nothing,10,1,4
1532,4356,56642,Unique / Unusual,Very caring company ,Management Reliability/Integrity,Positive,9,2,4
2961,2602,75032,One Change,I would change how some of the employees seem to only be there for a paycheck,Incentives/Growth,Negative,6,0,4
105,1033,74675,Unique / Unusual,"The office people are super nice and understanding, best place I've ever work for.",Co-Workers/Teamwork,Positive,3,2,4
